Region,Site,Transect,Family,Genus,Species,Length,Comment,a,b,MaxSizeTL,Diet,Position,sstmean,Biomass,Kmax,Kmax_lowq,Kmax_uppq,somatic_G,Md,Fate
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T3,Pomacentridae,Chromis,Chromis chrysura,10.92736683,S1,0.0263,3.06,18.8,Plktiv,BtPlDw,27.38885254,39.61076659,0.491339386,0.44405859,0.573650882,0.117589642,0.003394126,TRUE
Trop2,HenRock,T4,Acanthuridae,Acanthurus,Acanthurus sp,19.595725,,0.02748,2.95,23,HerDet,BtPlDw,27.38885254,178.193833,0.560991347,0.473872259,0.627066851,0.140288008,0.002023176,TRUE
Trop2,HenRock,T4,Microdesmidae,Ptereleotris,Ptereleotris evides,5.938343,Cf,0.00389,3.12,14,Plktiv,BtPlDw,27.38885254,1.008754004,0.641046792,0.561525807,0.696584955,0.007516414,0.007731827,TRUE
Trop2,HenRock,T4,Microdesmidae,Ptereleotris,Ptereleotris evides,5.755418,Cf,0.00389,3.12,14,Plktiv,BtPlDw,27.38885254,0.914933307,0.641046792,0.561525807,0.696584955,0.007194623,0.00813129,TRUE
Trop2,HenRock,T4,Microdesmidae,Ptereleotris,Ptereleotris evides,4.108626,Cf,0.00389,3.12,14,Plktiv,BtPlDw,27.38885254,0.319656121,0.641046792,0.561525807,0.696584955,0.004232107,0.013990449,TRUE
Trop2,HenRock,T4,Microdesmidae,Ptereleotris,Ptereleotris evides,5.873426,Cf,0.00389,3.12,14,Plktiv,BtPlDw,27.38885254,0.974745156,0.641046792,0.561525807,0.696584955,0.007402774,0.007869876,TRUE
Trop2,HenRock,T4,Chaetodontidae,Chaetodon,Chaetodon argentatus,6.490801,,0.02291,3,20,Omnivr,BtPlDw,27.38885254,6.264984089,0.496642843,0.438736863,0.567653388,0.053340477,0.008675534,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,4.187038,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,1.16727071,1.094781101,0.92203556,1.259205282,0.014973778,0.014689619,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.978939,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.343900185,3.184934616,2.595770717,3.596843481,0.007718771,0.030377547,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.810383,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.288260559,3.184934616,2.595770717,3.596843481,0.007323643,0.033364101,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.851043,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.301083631,3.184934616,2.595770717,3.596843481,0.007424525,0.032601368,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.167729,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.131256507,3.184934616,2.595770717,3.596843481,0.005383779,0.050678513,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.355876,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.168906976,3.184934616,2.595770717,3.596843481,0.006004171,0.044322728,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.977637,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.343444954,3.184934616,2.595770717,3.596843481,0.007715962,0.030398935,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.637003,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.23767906,3.184934616,2.595770717,3.596843481,0.00685819,0.036966113,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.943272,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.331575046,3.184934616,2.595770717,3.596843481,0.007640389,0.030972407,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,3.269079,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.455758461,3.184934616,2.595770717,3.596843481,0.008236854,0.026155738,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis acares,2.572375,,0.01259,3.03,5.5,Plktiv,BtPlDw,27.38885254,0.220464465,3.184934616,2.595770717,3.596843481,0.006671572,0.038472792,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,3.119819,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,0.487160875,1.094781101,0.92203556,1.259205282,0.00989991,0.023590237,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.534635,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.673513454,1.094781101,0.92203556,1.259205282,0.020095473,0.009373621,TRUE
Trop2,HenRock,T4,Labridae,Thalassoma,Thalassoma lutescens,4.777073,,0.00977,3.06,30,InvMob,BtPlDw,27.38885254,1.169849275,0.446332797,0.400800951,0.498547643,0.023252452,0.02289981,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.857162,,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.752345634,3.180120945,2.579766095,3.546492338,0.011039881,0.022680846,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,3.738045,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,0.833416949,1.094781101,0.92203556,1.259205282,0.012880546,0.017632868,TRUE
Trop2,HenRock,T4,Pomacentridae,Stegastes,Stegastes sp,7.449311,,0.01829,3.03,15.2,HerDet,BtPlDw,27.38885254,8.030184182,0.712673962,0.639925987,0.815298483,0.049483544,0.006717502,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.541155,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.682878314,1.094781101,0.92203556,1.259205282,0.020113858,0.00935587,TRUE
Trop2,HenRock,T4,Labridae,Thalassoma,Thalassoma lutescens,13.159857,,0.00977,3.06,30,InvMob,BtPlDw,27.38885254,25.98981237,0.446332797,0.400800951,0.498547643,0.124571581,0.004480104,TRUE
Trop2,HenRock,T4,Tetraodontidae,Canthigaster,Canthigaster valentini,6.3404,,0.03388,2.85,11,Omnivr,BtPlDw,27.38885254,6.545998101,0.557587266,0.474580623,0.643484354,0.020950365,0.004276413,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,6.782886,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,4.891130004,1.094781101,0.92203556,1.259205282,0.021950234,0.006756212,TRUE
Trop2,HenRock,T4,Labridae,Anampses,Anampses melanurus,7.077028,,0.00977,3.07,12,InvMob,BtPlDw,27.38885254,3.971338164,0.863656342,0.749363109,1.009582013,0.020078205,0.006290296,TRUE
Trop2,HenRock,T4,Labridae,Anampses,Anampses melanurus,4.814539,,0.00977,3.07,12,InvMob,BtPlDw,27.38885254,1.217131551,0.863656342,0.749363109,1.009582013,0.013228018,0.011695478,TRUE
Trop2,HenRock,T4,Pomacentridae,Stegastes,Stegastes sp,9.419664,,0.01829,3.03,15.2,HerDet,BtPlDw,27.38885254,16.35087518,0.712673962,0.639925987,0.815298483,0.059374909,0.004603814,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,2.951028,,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.334229609,3.180120945,2.579766095,3.546492338,0.009159524,0.034905469,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,4.531794,,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,1.226095547,3.180120945,2.579766095,3.546492338,0.010470859,0.017496677,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,2.870771,,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.307440684,3.180120945,2.579766095,3.546492338,0.008893336,0.036489917,TRUE
Trop2,HenRock,T4,Pomacentridae,Stegastes,Stegastes sp,8.553525,,0.01829,3.03,15.2,HerDet,BtPlDw,27.38885254,12.20712654,0.712673962,0.639925987,0.815298483,0.056149308,0.005377261,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.159668,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.170674521,1.094781101,0.92203556,1.259205282,0.018915714,0.010494448,TRUE
Trop2,HenRock,T4,Pomacentridae,Stegastes,Stegastes sp,8.369268,,0.01829,3.03,15.2,HerDet,BtPlDw,27.38885254,11.42764537,0.712673962,0.639925987,0.815298483,0.055214719,0.005569137,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.161878,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.173437037,1.094781101,0.92203556,1.259205282,0.01892333,0.010487215,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,7.618472,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,6.906462832,1.094781101,0.92203556,1.259205282,0.020837155,0.00560368,TRUE
Trop2,HenRock,T4,Acanthuridae,Acanthurus,Acanthurus sp,12.528976,,0.02748,2.95,23,HerDet,BtPlDw,27.38885254,47.62858525,0.560991347,0.473872259,0.627066851,0.180566109,0.004156897,TRUE
Trop2,HenRock,T4,Acanthuridae,Acanthurus,Acanthurus sp,12.49817,,0.02748,2.95,23,HerDet,BtPlDw,27.38885254,47.28394352,0.560991347,0.473872259,0.627066851,0.180231281,0.004173406,TRUE
Trop2,HenRock,T4,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon dickii,11.6,,0.01995,2.98,11.6,Omnivr,BtPlDw,27.38885254,29.65020551,0.733422935,0.611677572,0.860378325,0,0.002295967,TRUE
Trop2,HenRock,T4,Pomacanthidae,Centropyge,Centropyge vrolikii,8.17593,,0.0309,2.89,12,HerDet,BtPlDw,27.38885254,13.40265643,1.10198313,0.922188833,1.322270423,0.054686808,0.006361803,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.619597,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.797257512,1.094781101,0.92203556,1.259205282,0.020328929,0.009146508,TRUE
Trop2,HenRock,T4,Pomacentridae,Stegastes,Stegastes sp,7.207507,,0.01829,3.03,15.2,HerDet,BtPlDw,27.38885254,7.266118498,0.712673962,0.639925987,0.815298483,0.047727597,0.007084037,TRUE
Trop2,HenRock,T4,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon dickii,9.099543,,0.01995,2.98,11.6,Omnivr,BtPlDw,27.38885254,14.3820652,0.733422935,0.611677572,0.860378325,0.023653741,0.003394076,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.261288,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.300125603,1.094781101,0.92203556,1.259205282,0.019258167,0.010170034,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.600789,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.769543857,1.094781101,0.92203556,1.259205282,0.020278401,0.009196009,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,3.504287,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,0.687969366,1.094781101,0.92203556,1.259205282,0.01175849,0.019564789,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,2.878419,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,0.383526614,1.094781101,0.92203556,1.259205282,0.008742601,0.026856084,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.863069,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,3.172775576,1.094781101,0.92203556,1.259205282,0.020921071,0.008542783,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.337437,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.400415326,1.094781101,0.92203556,1.259205282,0.019504069,0.009937449,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.872359,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,3.187729809,1.094781101,0.92203556,1.259205282,0.020941301,0.008521035,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,3.764161,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,0.850829647,1.094781101,0.92203556,1.259205282,0.013004927,0.017436321,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,4.088315,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,1.087413721,1.094781101,0.92203556,1.259205282,0.014523287,0.01526491,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.591469,,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.606038564,3.180120945,2.579766095,3.546492338,0.01074596,0.025442655,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.57133,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.726502946,1.094781101,0.92203556,1.259205282,0.020197935,0.009274422,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,6.986251,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,5.339656464,1.094781101,0.92203556,1.259205282,0.021878121,0.006442397,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.856238,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,3.161809365,1.094781101,0.92203556,1.259205282,0.020906081,0.008558832,TRUE
Trop2,HenRock,T4,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon lacrymatus,5.999693,,0.0195,2.99,10,Omnivr,BtPlDw,27.38885254,4.13657027,0.696631879,0.5832019,0.807660818,0.015744224,0.005090784,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,6.095355,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,3.560861904,1.094781101,0.92203556,1.259205282,0.021371446,0.008024764,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,4.540355,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,1.484789288,1.094781101,0.92203556,1.259205282,0.016523419,0.012893358,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.568591,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.722523843,1.094781101,0.92203556,1.259205282,0.020190372,0.009281767,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.673373,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.877510125,1.094781101,0.92203556,1.259205282,0.020469713,0.00900733,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis flavomaculata,13.747306,,0.01259,3.03,16,Plktiv,BtPlDw,27.38885254,35.38547723,0.446677059,0.389097638,0.540549144,0.021491944,0.001690305,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis flavomaculata,11.748227,,0.01259,3.03,16,Plktiv,BtPlDw,27.38885254,21.98071869,0.446677059,0.389097638,0.540549144,0.029492557,0.002176908,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis flavomaculata,10.320578,,0.01259,3.03,16,Plktiv,BtPlDw,27.38885254,14.84393049,0.446677059,0.389097638,0.540549144,0.030291681,0.002681835,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis flavomaculata,12.217729,,0.01259,3.03,16,Plktiv,BtPlDw,27.38885254,24.75180691,0.446677059,0.389097638,0.540549144,0.028406233,0.002043811,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis flavomaculata,10.15169,,0.01259,3.03,16,Plktiv,BtPlDw,27.38885254,14.12007237,0.446677059,0.389097638,0.540549144,0.030165964,0.002754031,TRUE
Trop2,HenRock,T4,Microdesmidae,Ptereleotris,Ptereleotris evides,12.611901,,0.00389,3.12,14,Plktiv,BtPlDw,27.38885254,10.5775461,0.641046792,0.561525807,0.696584955,0.006375054,0.002299463,TRUE
Trop2,HenRock,T4,Microdesmidae,Ptereleotris,Ptereleotris evides,12.855017,,0.00389,3.12,14,Plktiv,BtPlDw,27.38885254,11.22680775,0.641046792,0.561525807,0.696584955,0.005475512,0.002229853,TRUE
Trop2,HenRock,T4,Microdesmidae,Ptereleotris,Ptereleotris evides,12.705946,,0.00389,3.12,14,Plktiv,BtPlDw,27.38885254,10.82558708,0.641046792,0.561525807,0.696584955,0.00603739,0.002272123,TRUE
Trop2,HenRock,T4,Microdesmidae,Ptereleotris,Ptereleotris evides,14,,0.00389,3.12,14,Plktiv,BtPlDw,27.38885254,14.65106087,0.641046792,0.561525807,0.696584955,0,0.001943646,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.457038,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.563718355,1.094781101,0.92203556,1.259205282,0.019870817,0.009589145,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,3.68358,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,0.797866634,1.094781101,0.92203556,1.259205282,0.012620408,0.018054513,TRUE
Trop2,HenRock,T4,Pomacentridae,Plectroglyphidodon,Plectroglyphidodon dickii,4.581652,,0.01995,2.98,11.6,Omnivr,BtPlDw,27.38885254,1.861181623,0.733422935,0.611677572,0.860378325,0.017106635,0.010244659,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,4.981235,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,1.955235483,1.094781101,0.92203556,1.259205282,0.018277258,0.011106265,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,6.75207,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,4.825427425,1.094781101,0.92203556,1.259205282,0.021950836,0.006805925,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.444178,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.545816326,1.094781101,0.92203556,1.259205282,0.019832559,0.00962564,TRUE
Trop2,HenRock,T4,Zanclidae,Zanclus,Zanclus cornutus,9.418286,,0.01738,3.06,23,InvSes,BtPlDw,27.38885254,16.61130328,0.4957885,0.44310157,0.572316155,0.099699238,0.005816462,TRUE
Trop2,HenRock,T4,Zanclidae,Zanclus,Zanclus cornutus,9.95834,,0.01738,3.06,23,InvSes,BtPlDw,27.38885254,19.7016155,0.4957885,0.44310157,0.572316155,0.107367495,0.005317073,TRUE
Trop2,HenRock,T4,Zanclidae,Zanclus,Zanclus cornutus,6.809665,,0.01738,3.06,23,InvSes,BtPlDw,27.38885254,6.15764375,0.4957885,0.44310157,0.572316155,0.061012332,0.009804404,TRUE
Trop2,HenRock,T4,Zanclidae,Zanclus,Zanclus cornutus,8.513056,,0.01738,3.06,23,InvSes,BtPlDw,27.38885254,12.19302242,0.4957885,0.44310157,0.572316155,0.086390434,0.006844094,TRUE
Trop2,HenRock,T4,Pomacentridae,Stegastes,Stegastes sp,8.438249,,0.01829,3.03,15.2,HerDet,BtPlDw,27.38885254,11.7154314,0.712673962,0.639925987,0.815298483,0.055573878,0.005496022,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,4.709564,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,1.65523925,1.094781101,0.92203556,1.259205282,0.017223418,0.012155749,TRUE
Trop2,HenRock,T4,Zanclidae,Zanclus,Zanclus cornutus,7.494504,,0.01738,3.06,23,InvSes,BtPlDw,27.38885254,8.25587356,0.4957885,0.44310157,0.572316155,0.071152729,0.008402675,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.752129,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.997775329,1.094781101,0.92203556,1.259205282,0.020665821,0.008809608,TRUE
Trop2,HenRock,T4,Pomacentridae,Chromis,Chromis margaritifer,5.617434,,0.0166,2.97,10.2,Plktiv,BtPlDw,27.38885254,2.794061006,1.094781101,0.92203556,1.259205282,0.020323152,0.009152179,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,FALSE
Trop2,HenRock,T4,Pomacentridae,Pycnochromis,Pycnochromis vanderbilti,3.772854667,S2,0.01259,3.03,6,Plktiv,BtPlDw,27.38885254,0.703616574,3.180120945,2.579766095,3.546492338,0.010974198,0.023502373,TRUE
