Region,Site,Transect,Family,Genus,Species,Length,Comment,a,b,MaxSizeTL,Diet,Position,sstmean,Biomass,Kmax,somatic_G,Md,Growth_iter
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008364884
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008364884
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008278648
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008278648
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008364884
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008364884
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008623592
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008364884
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.008537356
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,3.884556833,S3,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.830866522,0.935001373,0.008623592,0.011820906,0.00845112
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003258979
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003293284
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003293284
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003396199
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003430504
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003396199
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003396199
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003396199
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003224674
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003293284
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003396199
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003258979
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003396199
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003293284
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003327589
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003430504
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003293284
NT,Chaojing,T2,Pomacentridae,Pomacentrus,Pomacentrus coelestis,2.157124167,S4,0.01289,3.07,9,Plktiv,BtPlDw,24.46098362,0.136536766,0.935001373,0.003430504,0.030475552,0.003361894
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008143866
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008143866
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008490413
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008490413
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008143866
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008230503
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008057229
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008143866
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008403777
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008403777
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008230503
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008403777
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008230503
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008143866
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.00831714
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.00831714
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008490413
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008490413
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008403777
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008403777
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008490413
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.00831714
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008490413
NT,Chaojing,T2,Pomacentridae,Neopomacentrus,Neopomacentrus cyanomos,2.699655667,S5,0.011565983,3,10,Plktiv,BtPlDw,24.46098362,0.22756616,1.695542037,0.008663687,0.044819931,0.008230503
